Document,Topic
togog tololgoblog baca berita blok muasal ksusnya blok  gus dur pecat cak imin ketua partai bangkit bangsa blok pilih presiden ganti gus dur ali masykur musa ketua partai bangkit bangsa mendaftat komisi pemelihan tolak tanda tangan cak imin ketua sah,1
anies beliau annies aset bangsa hamba allah titip bangsa negara satu republik indonesia merdeka rahmat sungguh syukur sia sia pilih pilih presiden apa partai agama suku etnis,39
dukung 01 bayang presiden blegau mesti,0
parah  dukung 01 make identitas agama sebar isu bohong calon presiden punter,157
kritik  dukung 01 calon tampil  kritik sadar,21
pakai ngomong-ngomong penjara dukung 01 baru,197
kiri calon presiden 01,0
calon presiden 01 dah cape,0
saksi lieus sungkharisma anies anies baswedan orang duit,139
kayak 01 menang media sosial tok deh ,4
mendukukung 01 takmerasa,-1
rakyat pasangin alat2 koar koar erti orang x itu dadak pilih 01,46
buzzer 01 cape nyebokin blunder amin,42
arief puyono dukung prabowo bikin polling hehe menang 01,5
kadang susup buzzer 01 hasil ubah presepsi publik,-1
eh  kemarin lihat twit takut kali 01,73
anjir kasihan banget homopobic kadrun dukung anies aku  agam laku busuk kasihan banget manusia munafik moga doa sumpah diri  manusia cepat sembuh deh kasihan,26
orang pintar pilih 01 terjemah bahasa inggris salah,25
minimal sadar dirilu sembah nyembah 01 biar kasih jabat,66
saran tim sukses 01 banyak bikin video tiktok konten deh,14
dukung 01 bodoh ketulung percaya polling twitter survei,27
nepo baby al jazeera  tulis berita debat gibran menep anggap nepo baby bahas tulis nepo baby doang bani 01 ,8
maju pantang mundur 01,-1
anies  event anak kwk suka dada,174
aku diam diam dukung 01 anggap ganjar mumpuni,-1
laku gerombol anti 01 pasti,37
beda sumber daya manusia dukung 01 dukung kak kelas suka indonesia dominasi sumber daya manusia rendah  miris,49
gestur bilang 01 sila  bodoh muka agama mana kampanye standar ganda muka agam,-1
aneh pens 01 lupa,-1
nama dukung sebar dukung calon presiden 01 anies bilang etika sumber kepala gaung p anies,0
dukung 01 ituloh,2
anies omong grup beda agency,-1
buzzer 01 istirahat  aneh terima kasih hibur,-1
asalamualaikum alaikum selamat pagi men teman moga sehat badan akal pikir doa moga pasang calon 01 jauh mara bahaya tampak sembunyi amin,-1
hoaks gambar gambar jembatan baik akut dukung 01 cc,30
sabar asumsi informasi laku circle alogaritma mayoritas non 01 klondah informasi kekeh tentu pilih titik,3
yaelah bilang 01 gestur denial like disllike  case closed poin muka agama sah kampanye ahli pancasila standar ganda ,33
produksi isu bohong sebar olah dukung 01,116
i get mean pikir beda dapat langsung dikafirin itu saudara iman kena lo dukung 01 hal dukung prabowo,-1
dukung 01 dukung lanjut tugas tugas menhan selesai kabinet amin,20
wujud asli dukung 01,-1
tipe 01 ,123
yik tinggal maulid biar adem 01 kuasa x x akses media internasional hoaks mudah counter cepat,-1
anjir suruh bikin famplet 01,-1
anies mari dukung ganjar mahfud pimpin moga menang,32
 gen z  mainanx gedibala pasang 01 wan angin cak durian pikir,3
otak  aminajadulu 01,-1
techbros panutan rapat 01,-1
01 line kuasa dunia,124
maumau 01,2
01 sayang golong putih,83
apa med hajar orang sebar berita aneh kubu 01 dukung jewer,48
hindar isu bohong benci hati hati akun palsu propaganda hoaks menjelekaan 01 cek salam ubah,-1
habis matthew wonbin cipta taerae wonbin hanbin eunseok sungchan susah momen 01 dukung 02z ayo wonbin matthew taerae bikin grup bareng,3
01 hilang ketemu,7
01 isntrumen culas den hakim mk hubung keluarga anies imin den,-1
renata 01 line pas lon wish list date mas pacar workaholic libur kayak sakit melulu ketemu,4
debat buka pasang calon 01 desak anies visi misi pasang calon dukung debat cc yuk solo,8
dukung 01 tolol,2
deh pilih 01 ubah mencle2 kesana kemari,69
mandra 01 amin,-1
cak imin debat bangun negara debat sego goreng iwak endok sgie acara debat calon presiden calon wakil presiden uang rakyat bawa manfaat rakyat serius abai rakyat,15
cak imin protes wali kota balikpapan anies unggah kalimantan,-1
malu cak imin,-1
haha mbah gemoy kasih aba aba potong leher bahlul sombong anggap cak imin prof mahfud kalah  bocah cilik  bocah cilik sambung debat,17
warga bekas singgung wali kota balikpapan terima nyata cak imin,-1
cak imin revolusi mental gagal jalan,-1
moga captain timnas amin memitigasi antisipasi maksud arah nyata tito karnavian moga allah subhanahu wa taala senantiasa lindung anies mara bahaya malapetaka jauh orang orang buat zolim aammiinn  allah,-1
kuat  hati floversatu kayak butuh piala biar kuat he cak imin es ge i e  gemoy emosi amin sgie,82
cak imin tegas pakta integritas ijtima ulama tonjol politik identitas,-1
semangat mahasiswa anak muda kota semarang malam ikut kepret imin masuk mas anies juang wujud adil makmur rata,-1
kasihan anies berat gendong cak imin tambah suruh gendong laku buzzernya,-1
partai bangkit bangsa balas gibran cak imin tumpeng ikn,-1
cak imin singgung sgie cari google sego goreng iwak telur,-1
cak imin karakter santri lekat balas laku,-1
maksud cak imin lengkap calon presiden amin,1
cak imin pamaeh cape banget cape,-1
respons anies guyon gus yahya cak imin menang pilih presiden,41
minggir wir indonesia ubah anies cak imin wujud indonesia martabat daulat adil etika insya allah amin salam ubah,9
tonton debat calon wakil presiden  visi misi lucu anjing orang benar tertawa cak imin,15
dukung anies hidup rundung pilu hidup sandi cak imin,-1
ajar  samsul bohong hayo minggir wir indonesia ubah anies cak imin insya allah amin salam ubah,9
anies respons santai canda ketua urus nahdlatul ulama cak imin,130
anies butuh cak imin anies pintar kuasa jalan kharisma sila tertawa cak imin orang lengser gud dur tahan ketua partai bangkit bangsa sekian belas calon wakil presiden tingkungan orang bodoh,1
debat calon wakil presiden muhaimin iskandar cak imin sebut kota balikpapan sulit listrik air bersih jalan rusak,15
juru bicara bela cak imin potong tumpeng ikn haram tolak undang tumpeng,-1
asli khas jawa timur orang jawa timur suka sego goreng iwak telur enak benar reek sgie sego goreng iwak telur gas cak imin,-1
cape banget cak imin ,-1
pilih jujur menangny suara akar rumput nu mu anies orang waras muak dilakukn rezim berani pakai kuasa main hukum bahaya indonesia myanmar demokrasi mati,16
bismillah cak imin semangat amin menang,32
resmi kampung amin kampung kamboja pontianak kalimantan barat anies,18
ha cak imin lulus dasar kena pajak,6
anies cak imin menjajikam menang selesai palestina ibul wan angin tunggu menang bela palestina itu klarifikasi imin,47
pilih calon wakil presiden penuh kriteria basis menang penuh presidential threshold opini pribadi menang kayak peran cak imin kerja kerja politik legislatif,-1
mantap jiwaa cak imin cawapress tonjol cerdas cak imin,93
tuju lihat postcast dedy c kampanye cak imin tuju anies,18
salah plislah segblog cak imin prof mahfud apa prof mahfud menkopolhukam remehin orang gilir keok bilangny a abcd,71
anies orang pintar akademisi dengar cak imin gemas kesal ,202
cak imin guarante jawa timur,6
jatah cak imin,6
sgie sego goreng iwak telur karakter cak imin suka tertawa ajak serius susah hilang karakter mudah singgung marah lelah,-1
strategi politik  cak imin lumbung suara banding agus harimurti yudhoyono cak imin kuat kalang nu lepas gus dur beliau basis nu,-1
pilih cak imin efektif raup suara grassroot sekonyol2nya cak imin publik politis ulung tokoh sentral bikin partai bangkit bangsa power diri pasca gus dur kayak pas komposisi jatah,-1
orang orang tolol kayak cocok dukung cak imin sgie salah program kh ruf amin usung partai bangkit bangsa lo cak imin ketua partai bangkit bangsa erti haha,82
anies bilang tara jakarta beliau bilang ubah kota lower midle midle high biar mudah jelas cak imin bilang,-1
in my bodoh opinion cak imin eksekutor kaos sembilan bahan pokok agus harimurti yudhoyono gasebanyak cuan,-1
bang erti tentu pt bang ditanyain demokrat oi partai adil sejahtera calon cak imin last choice cak imin mind blowing  titis dewa partai suka mati mic kuasa,16
tambah pasang cak imin wakil suara nu momen simpatisan partai adil sejahtera nu baris sulit temu pilih,40
cak imin murni lucu masuk sirkel,6
cak imin lihat dika mbeluk koncone cak silo,6
sabar  mbak kiky senang mbak kiky kritik 01 peduli abai kasar sesuai anies usung bebas bicara,21
bingung pilih pasang calon pilih 01 usung ubah gambar ubah disbt adil terap acak jargon ubah,3
komparasi cak imin anggar ikn bangun jalan dasar data,105
anies cak imin ah orang kepret ,-1
sosok rahmad mas wali kota balikpapan cak imin salah data,105
mbak salah sugesti lagu terima mudah omong tante sarkasnya slebetan cak imin,-1
cak imin bocah cilik dark sistem sapu bersih roam,-1
cak imin tolong kepret orang tugas uasnya tumpuk asyik scroll twitter jam seginih,175
walikita kilah  gibran onong mangap paham ucap bodoh bodoh cak imin makfud nyungsep bodoh  gibran profesor cendiaiawan,71
cak imin ban wali kota balikpapan air bersih listrik media online bangun negeri,154
cak imin kepret balikpapan sulit listrik air bersih wisata,-1
kaduhung pilih cak imin calon wakil presiden,1
mental illness baik gizi agama prabowo cak imin a thread,-1
cak imin ikn investor ridwan kamil bilang,196
anies kembali adab negara waras hidup bangsa,-1
anies milik gagas revolusioner wujud kandidat calon presiden wujud kandidat calon presiden,1
dukung 01 twit kampung,12
ustaz andri kurniawan bilang dana 300t habis anies baswedan,-1
ratus kiai pesantren jawa jawa timur dukung anies muhaimin,-1
anies baswedan stop dukung sebar video isu bohong kiky saputri menang banget,35
ulama jawa jawa timur dukung anies rekomendasi risalah sarang halaqah bangsa ijtima,-1
rancang undang undang dkj usul dewan wakil rakyat  partai bangkit bangsa nasional demokrat tuju partai politik kecuali partai adil sejahtera tolak gibran cak imin prop mpud pesimis menang  01,-1
barakallahu fikum mas anies rasyid baswedan moga allah subhanahu wa taala kah mu jiwa raga amin  rabbal alamin,140
lo elektabilitas tinggi anies rasyid baswedan cekal takut minggir weerr gagas sudut singkat,-1
 anies rasyid baswedan baca berita isiny arb oh kabar utang 2t lapindo negara indonesia lawyers club tayang,-1
mantap tiga calon presiden mudarat pribadi anies rasyid baswedan mantap pilih,1
anies rasyid baswedan raya natal jakarta semarak politisasi,24
kaum buruh partai cium tangan kaum buruh real pilih anies rasyid baswedan,-1
banget  anies pasang dukung kiai ulama pondok pesantren alir gerak solid,-1
risalah sarang ulama jawa jawa timur sepakat ijma ulama dukung rekomendasi pasang anies gus imin,-1
anies unjung pondok pesantren al wahdah lasem rembang asuh gus ahfaz hamid baidlowi gus muzani,-1
maaf arb abu rizal bakrie orang golkar dukung 02 arb calon presiden abw anies rasyid baswedan substansi nyata,-1
mari bantu anies rasyid baswedan benah indonesia adil,9
minimal ikhtiar anies cerdas bangsa hasil serah tangan2 peduli nasib bangsa aku anies harap indonesia sayang logistik bandar takut,-1
blunder dukung 01 fotin kalijodo waduk pluit,42
urus calon presiden 01 biar minimal juru kunci lumayan medali perak,0
debat kemarin isi mahfud md gibran kuat omong doang orang sepakat gibran unggul 01 imin payah fakta,8
mak allah tabarakallah senang pimpin anies moga allah subhanahu wa ta ala jaga anies rasyid baswedan amin,-1
lo takut anies rasyid baswedan unggul takut,45
benci dendam anies rasyid baswedan ci cegah tangkal demokrasi takut perwira juang takut,16
sekretaris deputi sehat timnas amin visi misi amin anies adil makmur,-1
tito anies sasar bunuh upaya jegal anies laku rezim anies tumbang,-1
anies sang bawa angin ubah,-1
asa beda kampanye kampanye panggung dangdut gara gara anies pola diskusi diskusi masyarakat tani nelayan milenial fenomena  ide gagas berani spanduk,18
orang waras cerdas akal sehat paham terang anies baswedan,122
persis anies negara hukum atur kuasa negara kuasa atur hukum mari kembali negara jalur sesuai cita kontitusi otak atik kuasa,153
anies lingkung hidup jawab sungguh cengang kagum,-1
lo survei tinggi anies rasyid baswedan cegah tangkal takut kah hihi,177
mantap respon anies baswedan gus yahya muhaimin menang pilih,32
pagi anies baswedan ziarah makam kh bisri mustofa rembang,-1
putri putri amin anies sowan silahturahmi markas st lo lo bahaya ta,-1
momentum mas anies timnas amin gus masyarakat kiai ulama khusyuk doa mbah sambu sayid abdurrohman ulama lasem jawa,26
jalan religi mas anies timnas amin terima kakak gus baha gus rembang pagi masyarakat rembang cuaca cerah khusyuk doa makam kh bisri mustofa kabupaten rembang,72
alhamdulillah kiai ulama sarang rembang amin anies indonesia adil makmur temu singkat isyarat langit indonesia amin,9
anies baswedan pesan ubah ulama kiai acara halaqah bangsa ijtima ulama jawa jawa timur ubah indonesia pondok pesantren hadul ulum asy syar iyyah sarang rembang alhamdulillah pasang amin dukung ulama,9
mas anies sowan silahturahmi pondok pesantren al wahdah lasem jawa bismillah indonesia adil makmur amin santri senang pondok pesantren perhati tara adil,9
anggap 01 susah dukung rewel blokc,126
rawan 01 tembak cctv mati dagang sekitar lokasi handphonenya periksa,13
follow pasang calon 01 akunny melulu lini aduh,-1
anies top banget moga turut rakyat pimpin,-1
bebal otak keluarga dukung 01 enek laku netral,-1
doa in om fahri jalan amin 01,84
pemdukung 01 tukang fitnah isu bohong,116
dukung 01 kalah salah mic,42
masak dukung 01 level,-1
 lucu ih simak ketik kapasitas dukung 01 sudah buang buang,-1
qrt komen bicara kasar salah dukung 01 drama baca lembut selling,102
prinsip pilih luberjurdil salah satu rahasia swafoto paling saksi mata 01 bantu lapor mungut suara,11
yaelah paham paham kaless ranah tau awokawokawok buzzer 01 norakk,13
01 kumpul koin daily login basic banget orang deh hafal pas event hadiah daily login oke,-1
survei kalah menang pilih banding partai bangkit bangsa nasional demokrat partai adil sejahtera kader fokus anies,16
01 begini  elektabilitasnya dulang simpati ,7
ah keok berani taruh 01 keok,-1
istilah2 istilah2 pasang calon 01 dialog buka rakyat,8
bahas   komisi pemelihan sah calon gerebek komisi pemelihan koar koar media sosial mk bahas kelar2duh dukung 01 ,-1
cek jejak digital kampanye anies grassroot fokus semangat sosialisasi visi misi 01 etika adab,194
paham bilang 01 bicara puter puter tonton desak anies tambah ilmu jelas masuk logika struktur,134
badan awas pilih proses polisi republik indonesia nangkap pasang calon 01 korban,111
anies calon presiden bawa ubah,1
nomer 01 anies muhaimin indonesia bismillah,34
betapa jahat buzzer 01 arang cerita media abal abal pakai propaganda tebar isu bohong manusia manusia busuk meng amin berita bangsat,48
qrt said didu sentimen pasang calon 01 ngaten mas sekian,13
maju pilih kali anies beda kampanye ajak diskus masyarakat ber ide mmbangun gagas pilih level mlihat cuitan2 fahri sedih kualitas pilih kali alami mundur,119
anies beuuhh asli teman circle pilih anies suka gara gara pilih kepala daerah kemarin baca visi misi ikut berita kesengsem 01 sadar deh kayak,4
jawab puter dikafirin perkara dukung 01 perkara ar dikomen normalisasi ngeri,-1
survei masyarakt akhrnya tentuin presiden bismillah curang 01 presiden number one indonesia orang pintar pilih belaiu amin,-1
putar pasang calon 01 menang gugup  pribadi  cinta dunia fana,5
lihat data intelligence quotient warga rendah gampang beli pakai uang budaya korupsi ngakar banget warga maksud kayak achievement banget 01 benar warga idealis,44
taktik belah bambu biar 01 solid,91
parah dukung 01 dosa,2
dom lumayan dominasi 01 baliho,142
oh lord ayah gue tim sukses regional 01,55
semangat sengaja ejek jatuh mental dukung 01 propaganda pilih presiden putar kecoh semangat angin ubah besar bendung,0
